ID_ALQUILER,DIA_ALQUILER,AÑO_RENTA,MES_RENTA,CUATRI_RENTA,TITULO_PELICULA,DESCRIPCION,AÑO,LENGUAJE,LENGUAJE_ORIGINAL,TIEMPO_RENTA,CLASIFICACION,DIRECCION,CITY,CODIGO_POSTAL,TELEFONO,NOMBRE_APELLIDO_CLIENTE,EMAIL_CLIENTE,"NOMBRE Y APELLIDO PERSONAL",EMAIL_PERSONAL,USERNAME,DIA_DEVOLUCION,MONTO,FECHA_PAGO,"ULTIMA ACTUALIZACION"
67,2005-05-25,2005,5,2,"BANGER PINOCCHIO","A Awe-Inspiring Drama of a Car And a Pastry Chef who must Chase a Crocodile in The First Manned Space Station",2006,English,NULL,5,R,"47 MySakila Drive",Lethbridge,96065,787654415858,"SHERRY MARSHALL",SHERRY.MARSHALL@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-27,0.99,2005-05-25,2006-02-15
68,2005-05-25,2005,5,2,"TEEN APOLLO","A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank",2006,English,NULL,3,G,"28 MySQL Boulevard",Woodridge,76157,765345144779,"SYLVIA ORTIZ",SYLVIA.ORTIZ@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,7.99,2005-05-25,2006-02-15
69,2005-05-25,2005,5,2,"PURPLE MOVIE","A Boring Display of a Pastry Chef And a Sumo Wrestler who must Discover a Frisbee in An Abandoned Amusement Park",2006,English,NULL,4,R,"47 MySakila Drive",Lethbridge,42141,262088367001,"RICHARD MCCRARY",RICHARD.MCCRARY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-27,2.99,2005-05-25,2006-02-15
70,2005-05-25,2005,5,2,"INVASION CYCLONE","A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery",2006,English,NULL,5,PG,"47 MySakila Drive",Lethbridge,60951,427454485876,"BEVERLY BROOKS",BEVERLY.BROOKS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-27,2.99,2005-05-25,2006-02-15
71,2005-05-25,2005,5,2,"LOATHING LEGALLY","A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico",2006,English,NULL,4,R,"28 MySQL Boulevard",Woodridge,97287,942570536750,"ROBIN HAYES",ROBIN.HAYES@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-28,0.99,2005-05-25,2006-02-15
72,2005-05-25,2005,5,2,"JUGGLER HARDLY","A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California",2006,English,NULL,4,PG-13,"47 MySakila Drive",Lethbridge,69367,705800322606,"ANN EVANS",ANN.EVANS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-28,0.99,2005-05-25,2006-02-15
73,2005-05-25,2005,5,2,"CAMELOT VACATION","A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention",2006,English,NULL,3,NC-17,"28 MySQL Boulevard",Woodridge,83536,667736124769,"CLARENCE GAMEZ",CLARENCE.GAMEZ@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,4.99,2005-05-25,2006-02-15
74,2005-05-25,2005,5,2,"GREEDY ROOTS","A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies",2006,English,NULL,7,R,"28 MySQL Boulevard",Woodridge,20536,475553436330,"JENNIE TERRY",JENNIE.TERRY@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-26,0.99,2005-05-25,2006-02-15
75,2005-05-25,2005,5,2,"ROSES TREASURE","A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station",2006,English,NULL,5,PG-13,"47 MySakila Drive",Lethbridge,19450,711928348157,"BEN EASTER",BEN.EASTER@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-03,8.99,2005-05-25,2006-02-15
76,2005-05-25,2005,5,2,"PATIENT SISTER","A Emotional Epistle of a Squirrel And a Robot who must Confront a Lumberjack in Soviet Georgia",2006,English,NULL,7,NC-17,"28 MySQL Boulevard",Woodridge,35200,28303384290,"MARY SMITH",MARY.SMITH@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,2.99,2005-05-25,2006-02-15
77,2005-05-25,2005,5,2,"ENTRAPMENT SATISFACTION","A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat",2006,English,NULL,5,R,"28 MySQL Boulevard",Woodridge,48745,524567129902,"JIM REA",JIM.REA@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-26,0.99,2005-05-25,2006-02-15
78,2005-05-25,2005,5,2,"THIEF PELICAN","A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft",2006,English,NULL,5,PG-13,"47 MySakila Drive",Lethbridge,5892,90921003005,"JUANITA MASON",JUANITA.MASON@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-31,5.99,2005-05-25,2006-02-15
79,2005-05-25,2005,5,2,"RESERVOIR ADAPTATION","A Intrepid Drama of a Teacher And a Moose who must Kill a Car in California",2006,English,NULL,7,PG-13,"28 MySQL Boulevard",Woodridge,81314,890289150158,"COURTNEY DAY",COURTNEY.DAY@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,4.99,2005-05-25,2006-02-15
80,2005-05-25,2005,5,2,"MADIGAN DORADO","A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback",2006,English,NULL,5,R,"47 MySakila Drive",Lethbridge,59255,704948322302,"GEORGE LINTON",GEORGE.LINTON@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-31,5.99,2005-05-25,2006-02-15
81,2005-05-25,2005,5,2,"METROPOLIS COMA","A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory",2006,English,NULL,4,PG-13,"28 MySQL Boulevard",Woodridge,22650,558236142492,"VELMA LUCAS",VELMA.LUCAS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,6.99,2005-05-25,2006-02-15
82,2005-05-25,2005,5,2,"FARGO GANDHI","A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback",2006,English,NULL,3,G,"28 MySQL Boulevard",Woodridge,64964,419009857119,"JESUS MCCARTNEY",JESUS.MCCARTNEY@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,6.99,2005-05-25,2006-02-15
83,2005-05-25,2005,5,2,"BUCKET BROTHERHOOD","A Amazing Display of a Girl And a Womanizer who must Succumb a Lumberjack in A Baloon Factory",2006,English,NULL,7,PG,"47 MySakila Drive",Lethbridge,14014,252265130067,"MONICA HICKS",MONICA.HICKS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-27,4.99,2005-05-25,2006-02-15
84,2005-05-25,2005,5,2,"HANKY OCTOBER","A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia",2006,English,NULL,5,NC-17,"28 MySQL Boulevard",Woodridge,96203,158399646978,"LESTER KRAUS",LESTER.KRAUS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,2.99,2005-05-25,2006-02-15
85,2005-05-25,2005,5,2,"BUCKET BROTHERHOOD","A Amazing Display of a Girl And a Womanizer who must Succumb a Lumberjack in A Baloon Factory",2006,English,NULL,7,PG,"28 MySQL Boulevard",Woodridge,55566,680851640676,"VINCENT RALSTON",VINCENT.RALSTON@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,4.99,2005-05-25,2006-02-15
86,2005-05-25,2005,5,2,"JUMPING WRATH","A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin",2006,English,NULL,4,NC-17,"28 MySQL Boulevard",Woodridge,5410,621625204422,"NORA HERRERA",NORA.HERRERA@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,1.99,2005-05-25,2006-02-15
87,2005-05-25,2005,5,2,"GANDHI KWAI","A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin",2006,English,NULL,7,PG-13,"28 MySQL Boulevard",Woodridge,28814,105470691550,"ERIC ROBERT",ERIC.ROBERT@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,0.99,2005-05-25,2006-02-15
88,2005-05-25,2005,5,2,"JEEPERS WEDDING","A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia",2006,English,NULL,3,R,"28 MySQL Boulevard",Woodridge,38594,697760867968,"HEATHER MORRIS",HEATHER.MORRIS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,3.99,2005-05-25,2006-02-15
89,2005-05-25,2005,5,2,"ISLAND EXORCIST","A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House",2006,English,NULL,7,NC-17,"28 MySQL Boulevard",Woodridge,86208,465897838272,"MARC OUTLAW",MARC.OUTLAW@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,2.99,2005-05-25,2006-02-15
90,2005-05-25,2005,5,2,"PANKY SUBMARINE","A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico",2006,English,NULL,4,G,"28 MySQL Boulevard",Woodridge,99780,196495945706,"DEBORAH WALKER",DEBORAH.WALKER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,7.99,2005-05-25,2006-02-15
91,2005-05-25,2005,5,2,"ANTHEM LUKE","A Touching Panorama of a Waitress And a Woman who must Outrace a Dog in An Abandoned Amusement Park",2006,English,NULL,5,PG-13,"47 MySakila Drive",Lethbridge,53928,192459639410,"MARGIE WADE",MARGIE.WADE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,6.99,2005-05-25,2006-02-15
92,2005-05-25,2005,5,2,"COMFORTS RUSH","A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft",2006,English,NULL,3,NC-17,"28 MySQL Boulevard",Woodridge,58979,108053751300,"MICHAEL SILVERMAN",MICHAEL.SILVERMAN@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,5.99,2005-05-25,2006-02-15
93,2005-05-25,2005,5,2,"VOYAGE LEGALLY","A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft",2006,English,NULL,6,PG-13,"47 MySakila Drive",Lethbridge,33768,957128697225,"BOBBIE CRAIG",BOBBIE.CRAIG@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-03,3.99,2005-05-25,2006-02-15
94,2005-05-25,2005,5,2,"GOLDFINGER SENSIBILITY","A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans",2006,English,NULL,3,G,"47 MySakila Drive",Lethbridge,89459,264286442804,"SUE PETERS",SUE.PETERS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-30,2.99,2005-05-25,2006-02-15
95,2005-05-25,2005,5,2,"ARMAGEDDON LOST","A Fast-Paced Tale of a Boat And a Teacher who must Succumb a Composer in An Abandoned Mine Shaft",2006,English,NULL,5,G,"28 MySQL Boulevard",Woodridge,11067,775235029633,"BRYAN HARDISON",BRYAN.HARDISON@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,3.99,2005-05-25,2006-02-15
96,2005-05-25,2005,5,2,"RUGRATS SHAKESPEARE","A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria",2006,English,NULL,4,PG-13,"28 MySQL Boulevard",Woodridge,74428,876295323994,"JOYCE EDWARDS",JOYCE.EDWARDS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,1.99,2005-05-25,2006-02-15
97,2005-05-25,2005,5,2,"ENEMY ODDS","A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India",2006,English,NULL,5,NC-17,"47 MySakila Drive",Lethbridge,51990,322888976727,"HILDA HOPKINS",HILDA.HOPKINS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-28,4.99,2005-05-25,2006-02-15
98,2005-05-25,2005,5,2,"PACKER MADIGAN","A Epic Display of a Sumo Wrestler And a Forensic Psychologist who must Build a Woman in An Abandoned Amusement Park",2006,English,NULL,3,PG-13,"47 MySakila Drive",Lethbridge,75090,685010736240,"CASSANDRA WALTERS",CASSANDRA.WALTERS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-27,0.99,2005-05-25,2006-02-15
99,2005-05-25,2005,5,2,"CANDLES GRAPES","A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House",2006,English,NULL,6,NC-17,"47 MySakila Drive",Lethbridge,76022,177727722820,"MARIE TURNER",MARIE.TURNER@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-28,4.99,2005-05-25,2006-02-15
100,2005-05-25,2005,5,2,"METAL ARMAGEDDON","A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory",2006,English,NULL,6,PG-13,"47 MySakila Drive",Lethbridge,89959,49677664184,"LUCY WHEELER",LUCY.WHEELER@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-02,4.99,2005-05-25,2006-02-15
101,2005-05-25,2005,5,2,"CHAMPION FLATLINERS","A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery",2006,English,NULL,4,PG,"28 MySQL Boulevard",Woodridge,33599,195337700615,"TIM CARY",TIM.CARY@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,6.99,2005-05-25,2006-02-15
102,2005-05-25,2005,5,2,"BLOOD ARGONAUTS","A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse",2006,English,NULL,3,G,"47 MySakila Drive",Lethbridge,36170,895616862749,"DOUGLAS GRAF",DOUGLAS.GRAF@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-31,3.99,2005-05-25,2006-02-15
103,2005-05-25,2005,5,2,"ROBBERS JOON","A Thoughtful Story of a Mad Scientist And a Waitress who must Confront a Forensic Psychologist in Soviet Georgia",2006,English,NULL,7,PG-13,"47 MySakila Drive",Lethbridge,95509,550306965159,"ERNEST STEPP",ERNEST.STEPP@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-03,4.99,2005-05-25,2006-02-15
104,2005-05-25,2005,5,2,"VALLEY PACKER","A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin",2006,English,NULL,3,G,"47 MySakila Drive",Lethbridge,59686,103602195112,"DANIEL CABRAL",DANIEL.CABRAL@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-27,0.99,2005-05-25,2006-02-15
105,2005-05-25,2005,5,2,"CONFESSIONS MAGUIRE","A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon",2006,English,NULL,7,PG-13,"28 MySQL Boulevard",Woodridge,93026,371490777743,"TRACY COLE",TRACY.COLE@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,4.99,2005-05-25,2006-02-15
106,2005-05-25,2005,5,2,"SHOW LORD","A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan",2006,English,NULL,3,PG-13,"28 MySQL Boulevard",Woodridge,36490,331132568928,"ALMA AUSTIN",ALMA.AUSTIN@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-04,11.99,2005-05-25,2006-02-15
107,2005-05-25,2005,5,2,"NETWORK PEAK","A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California",2006,English,NULL,5,PG-13,"28 MySQL Boulevard",Woodridge,29763,46568045367,"EDWARD BAUGH",EDWARD.BAUGH@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,6.99,2005-05-25,2006-02-15
108,2005-05-25,2005,5,2,"REMEMBER DIARY","A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India",2006,English,NULL,5,R,"28 MySQL Boulevard",Woodridge,28349,890283544295,"GLENDA FRAZIER",GLENDA.FRAZIER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,2.99,2005-05-25,2006-02-15
109,2005-05-25,2005,5,2,"DISCIPLE MOTHER","A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank",2006,English,NULL,3,PG,"47 MySakila Drive",Lethbridge,90797,759586584889,"ANGEL BARCLAY",ANGEL.BARCLAY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-29,1.99,2005-05-25,2006-02-15
110,2005-05-25,2005,5,2,"TITANS JERK","A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China",2006,English,NULL,4,PG,"28 MySQL Boulevard",Woodridge,72192,272572357893,"RUTH MARTINEZ",RUTH.MARTINEZ@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,9.99,2005-05-25,2006-02-15
111,2005-05-25,2005,5,2,"SNATCH SLIPPER","A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin",2006,English,NULL,6,PG,"28 MySQL Boulevard",Woodridge,47446,669828224459,"COLLEEN BURTON",COLLEEN.BURTON@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-28,4.99,2005-05-25,2006-02-15
112,2005-05-25,2005,5,2,"INTERVIEW LIAISONS","A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse",2006,English,NULL,4,R,"28 MySQL Boulevard",Woodridge,69504,793996678771,"REGINALD KINDER",REGINALD.KINDER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,8.99,2005-05-25,2006-02-15
113,2005-05-25,2005,5,2,"OZ LIAISONS","A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory",2006,English,NULL,4,R,"28 MySQL Boulevard",Woodridge,49021,275595571388,"PHYLLIS FOSTER",PHYLLIS.FOSTER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-27,2.99,2005-05-25,2006-02-15
114,2005-05-25,2005,5,2,"WOMEN DORADO","A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia",2006,English,NULL,4,R,"28 MySQL Boulevard",Woodridge,44816,131370665218,"LESLIE SEWARD",LESLIE.SEWARD@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,3.99,2005-05-25,2006-02-15
115,2005-05-25,2005,5,2,"COAST RAINBOW","A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert",2006,English,NULL,4,PG,"47 MySakila Drive",Lethbridge,28587,205524798287,"JON WILES",JON.WILES@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-29,0.99,2005-05-25,2006-02-15
116,2005-05-25,2005,5,2,"WIFE TURN","A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan",2006,English,NULL,3,NC-17,"47 MySakila Drive",Lethbridge,43331,747791594069,"CAROL GARCIA",CAROL.GARCIA@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-26,4.99,2005-05-25,2006-02-15
117,2005-05-25,2005,5,2,"VALENTINE VANISHING","A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California",2006,English,NULL,7,PG-13,"28 MySQL Boulevard",Woodridge,93896,716571220373,"MARIA MILLER",MARIA.MILLER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,0.99,2005-05-25,2006-02-15
118,2005-05-25,2005,5,2,"CROOKED FROGMEN","A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park",2006,English,NULL,6,PG-13,"28 MySQL Boulevard",Woodridge,25972,35533115997,"JARED ELY",JARED.ELY@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,0.99,2005-05-25,2006-02-15
119,2005-05-25,2005,5,2,"FALCON VOLUME","A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans",2006,English,NULL,5,PG-13,"47 MySakila Drive",Lethbridge,48150,171822533480,"ALICE STEWART",ALICE.STEWART@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-29,4.99,2005-05-25,2006-02-15
120,2005-05-25,2005,5,2,"AIRPORT POLLOCK","A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India",2006,English,NULL,6,R,"28 MySQL Boulevard",Woodridge,45750,634445428822,"BRUCE SCHWARZ",BRUCE.SCHWARZ@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,5.99,2005-05-25,2006-02-15
121,2005-05-25,2005,5,2,"DISTURBING SCARFACE","A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat",2006,English,NULL,6,R,"28 MySQL Boulevard",Woodridge,86868,779461480495,"LEONARD SCHOFIELD",LEONARD.SCHOFIELD@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,2.99,2005-05-25,2006-02-15
122,2005-05-25,2005,5,2,"OPERATION OPERATION","A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China",2006,English,NULL,7,G,"28 MySQL Boulevard",Woodridge,2012,45387294817,"PRISCILLA LOWE",PRISCILLA.LOWE@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,3.99,2005-05-25,2006-02-15
123,2005-05-25,2005,5,2,"GUYS FALCON","A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat",2006,English,NULL,4,R,"47 MySakila Drive",Lethbridge,48942,539758313890,"CHRISTINE ROBERTS",CHRISTINE.ROBERTS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-26,4.99,2005-05-25,2006-02-15
124,2005-05-25,2005,5,2,"BACKLASH UNDEFEATED","A Stunning Character Study of a Mad Scientist And a Mad Cow who must Kill a Car in A Monastery",2006,English,NULL,3,PG-13,"47 MySakila Drive",Lethbridge,6461,741070712873,"MARIAN MENDOZA",MARIAN.MENDOZA@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-30,6.99,2005-05-25,2006-02-15
125,2005-05-25,2005,5,2,"DARN FORRESTER","A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat",2006,English,NULL,7,G,"47 MySakila Drive",Lethbridge,13203,320471479776,"HARRY ARCE",HARRY.ARCE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-02,5.99,2005-05-25,2006-02-15
126,2005-05-25,2005,5,2,"HYDE DOCTOR","A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat",2006,English,NULL,5,G,"47 MySakila Drive",Lethbridge,57833,575081026569,"ALEXANDER FENNELL",ALEXANDER.FENNELL@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-28,2.99,2005-05-25,2006-02-15
127,2005-05-25,2005,5,2,"HUNGER ROOF","A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft",2006,English,NULL,6,G,"28 MySQL Boulevard",Woodridge,53182,835433605312,"NORMA GONZALES",NORMA.GONZALES@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,2.99,2005-05-25,2006-02-15
128,2005-05-25,2005,5,2,"VIDEOTAPE ARSENIC","A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia",2006,English,NULL,4,NC-17,"28 MySQL Boulevard",Woodridge,94399,680768868518,"AMANDA CARTER",AMANDA.CARTER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,4.99,2005-05-25,2006-02-15
129,2005-05-25,2005,5,2,"TRADING PINOCCHIO","A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station",2006,English,NULL,6,PG,"47 MySakila Drive",Lethbridge,7716,902731229323,"SARAH LEWIS",SARAH.LEWIS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,8.99,2005-05-25,2006-02-15
